,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,0.0,0.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
1,0.0,0.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
2,1.0,72.0,0.0,0.0,0.0136986301369863,1.0,0.0136986301369863,1.0,0.027027027027027025,0.0,0.5068493150684932
3,1.0,72.0,0.0,0.0,0.0136986301369863,1.0,0.0136986301369863,1.0,0.027027027027027025,0.0,0.5068493150684932
4,1.0,72.0,0.0,0.0,0.0136986301369863,1.0,0.0136986301369863,1.0,0.027027027027027025,0.0,0.5068493150684932
5,1.0,72.0,0.0,0.0,0.0136986301369863,1.0,0.0136986301369863,1.0,0.027027027027027025,0.0,0.5068493150684932
6,0.0,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
7,0.0,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
8,0.0,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
9,0.0,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
10,4.0,288.0,434.0,0.0,0.005479452054794521,0.4,0.6054794520547946,0.4,0.01081081081081081,0.0,0.5068493150684932
